Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
13.142,1789.767,1789.767,61.462,62.233,-15.914,15.98,181.311,0.085,181.311,89.973,9.767,1.45,28.61,-80.598,0.099,-2.658e-4,-1.245,0.004,79.14,89.948,1169.027,343,0.162,0.001,9.787,96.829,70.447,2.638,0,0,7.351,0.464,0.262,0.078,0.125,0.464,0.019,0.051,-9.986e-5,0,0,0,0,-5.064e-5,2.135,90,3.367,816.231,0.001,333.339,0.188,4.661e6,10,78.54,0.05,0.063,0.008
13.192,1792.82,1792.82,60.672,61.44,-15.688,15.791,181.797,0.085,181.797,89.973,9.685,1.798,28.61,-80.598,0.251,-2.647e-4,1.272,0.005,79.147,89.948,1169.027,343,0.162,0.001,9.787,96.71,70.447,2.626,0,0,7.168,0.464,0.262,0.078,0.124,0.464,0.049,0.129,-2.005e-4,0,0,0,0,5.423e-5,2.223,90,3.347,815.922,0.001,333.327,0.185,4.603e6,10,78.54,0.05,0.064,0.008
13.242,1795.834,1795.834,59.891,60.656,-15.572,15.65,182.279,0.086,182.279,89.973,9.599,1.553,28.61,-80.598,0.165,-2.608e-4,4.374,0.017,79,89.952,1169.027,343,0.162,0.001,9.787,96.774,70.447,2.633,0,0,6.983,0.464,0.262,0.078,0.124,0.464,0.032,0.084,-4.934e-4,0,0,0,0,6.576e-4,2.221,90,3.327,815.617,0.001,333.315,0.183,4.543e6,10,78.54,0.05,0.064,0.008
13.292,1798.809,1798.809,59.115,59.878,-15.491,15.535,182.757,0.086,182.757,89.973,9.531,1.165,28.61,-80.598,0.009,-2.591e-4,5.502,0.482,78.744,89.957,1169.027,343,0.162,0.001,9.787,96.893,70.447,2.645,0,0,6.803,0.464,0.262,0.078,0.124,0.464,0.002,0.004,3.174e-4,0,0,0,0,0.001,2.243,90,3.308,815.316,0.001,333.303,0.181,4.485e6,10,78.54,0.05,0.064,0.008
13.342,1801.745,1801.745,58.341,59.107,-15.44,15.454,183.233,0.087,183.233,89.973,9.486,0.653,28.61,-80.598,0.208,-2.586e-4,-4.179,0.023,78.491,89.958,1169.027,343,0.162,0.001,9.787,96.736,70.447,2.629,0,0,6.625,0.464,0.262,0.078,0.124,0.464,0.041,0.108,-2.164e-5,0,0,0,0,-6.321e-4,2.173,90,3.289,815.019,0.001,333.292,0.179,4.426e6,10,78.54,0.05,0.064,0.008
13.392,1804.643,1804.643,57.573,58.344,-15.291,15.305,183.706,0.087,183.706,89.973,9.456,0.661,28.61,-80.598,0.203,-2.615e-4,-1.319,0.017,78.355,89.956,1169.027,343,0.162,0.001,9.787,96.738,70.447,2.629,0,0,6.455,0.464,0.262,0.078,0.124,0.464,0.04,0.104,-2.839e-4,0,0,0,0,-6.463e-5,2.198,90,3.27,814.725,0.001,333.28,0.176,4.368e6,10,78.54,0.05,0.064,0.007
13.442,1807.503,1807.503,56.814,57.588,-15.065,15.103,184.178,0.088,184.178,89.973,9.413,1.061,28.61,-80.598,0.015,-2.625e-4,0.138,0.014,78.335,89.952,1169.027,343,0.162,0.001,9.787,96.882,70.447,2.643,0,0,6.291,0.464,0.262,0.078,0.124,0.464,0.003,0.008,4.692e-4,0,0,0,0,7.249e-7,2.301,90,3.251,814.436,0.001,333.269,0.174,4.313e6,10,78.54,0.05,0.064,0.007
13.492,1810.325,1810.325,56.065,56.84,-14.883,14.935,184.647,0.088,184.647,89.973,9.354,1.256,28.61,-80.598,0.088,-2.627e-4,0.411,-0.01,78.333,89.95,1169.027,343,0.162,0.001,9.787,96.824,70.447,2.638,0,0,6.128,0.464,0.262,0.078,0.124,0.464,0.017,0.045,-6.407e-5,0,0,0,0,6.589e-6,2.313,90,3.233,814.15,0.001,333.258,0.172,4.257e6,10,78.54,0.05,0.064,0.007
13.542,1813.109,1813.109,55.325,56.099,-14.729,14.788,185.113,0.089,185.113,89.973,9.289,1.324,28.61,-80.598,0.133,-2.625e-4,1.776,-0.005,78.28,89.95,1169.027,343,0.162,0.001,9.787,96.787,70.447,2.634,0,0,5.969,0.464,0.262,0.078,0.124,0.464,0.026,0.068,3.007e-4,0,0,0,0,1.264e-4,2.323,90,3.215,813.868,0.001,333.247,0.17,4.201e6,10,78.54,0.05,0.065,0.007
13.592,1815.857,1815.857,54.591,55.365,-14.634,14.676,185.576,0.089,185.576,89.972,9.228,1.11,28.61,-80.598,0.041,-2.638e-4,2.873,-0.006,78.159,89.951,1169.027,343,0.162,0.001,9.787,96.857,70.447,2.641,0,0,5.81,0.463,0.262,0.078,0.124,0.463,0.008,0.02,-2.468e-4,0,0,0,0,3.397e-4,2.258,90,3.197,813.59,0.001,333.236,0.167,4.145e6,10,78.54,0.05,0.065,0.007
13.642,1818.569,1818.569,53.862,54.638,-14.538,14.568,186.036,0.09,186.036,89.972,9.177,0.924,28.61,-80.598,0.044,-2.637e-4,-2.81,0.011,78.013,89.953,1169.027,343,0.162,0.001,9.787,96.852,70.447,2.641,0,0,5.655,0.463,0.262,0.078,0.124,0.463,0.009,0.023,1.626e-4,0,0,0,0,-3.337e-4,2.215,90,3.179,813.316,0.001,333.226,0.165,4.09e6,10,78.54,0.05,0.065,0.007
13.692,1821.244,1821.244,53.139,53.917,-14.354,14.405,186.494,0.09,186.494,89.972,9.125,1.21,28.61,-80.598,0.109,-2.641e-4,3.027,0.009,77.874,89.954,1169.027,343,0.162,0.001,9.787,96.8,70.447,2.635,0,0,5.514,0.463,0.262,0.078,0.123,0.463,0.021,0.056,-4.785e-4,0,0,0,0,3.97e-4,2.399,90,3.162,813.045,0.001,333.215,0.163,4.038e6,10,78.54,0.05,0.065,0.007
13.742,1823.883,1823.883,52.425,53.202,-14.238,14.285,186.949,0.091,186.949,89.972,9.064,1.163,28.61,-80.598,0.094,-2.635e-4,4.249,0.019,77.691,89.955,1169.027,343,0.162,0.001,9.787,96.81,70.447,2.636,0,0,5.371,0.463,0.262,0.078,0.123,0.463,0.018,0.047,2.082e-5,0,0,0,0,8.026e-4,2.465,90,3.145,812.778,0.001,333.205,0.161,3.986e6,10,78.54,0.05,0.065,0.007
13.792,1826.486,1826.486,51.715,52.494,-14.165,14.195,187.4,0.091,187.401,89.972,9.012,0.926,28.61,-80.598,0.028,-2.634e-4,-4.602,0.05,77.465,89.954,1169.027,343,0.162,0.001,9.787,96.86,70.447,2.641,0,0,5.228,0.463,0.262,0.078,0.123,0.463,0.005,0.016,-1.29e-4,0,0,0,0,-9.667e-4,2.46,90,3.128,812.514,0.001,333.194,0.159,3.932e6,10,78.54,0.05,0.065,0.007
13.842,1829.054,1829.054,51.008,51.791,-14.078,14.099,187.85,0.091,187.85,89.972,8.97,0.772,28.61,-80.598,0.11,-2.631e-4,-3.842,0.005,77.251,89.952,1169.027,343,0.162,0.001,9.787,96.795,70.447,2.635,0,0,5.09,0.463,0.262,0.078,0.123,0.463,0.021,0.057,2.316e-4,0,0,0,0,-6.918e-4,2.469,90,3.111,812.255,0.001,333.184,0.157,3.88e6,10,78.54,0.05,0.066,0.007
13.892,1831.587,1831.587,50.306,51.094,-14.005,14.017,188.298,0.092,188.298,89.972,8.937,0.558,28.61,-80.598,0.226,-2.642e-4,-2.176,0.003,77.096,89.95,1169.027,343,0.162,0.001,9.787,96.703,70.447,2.626,0,0,4.95,0.463,0.262,0.078,0.123,0.463,0.044,0.116,-1.369e-4,0,0,0,0,-2.282e-4,2.38,90,3.095,811.998,0.001,333.174,0.155,3.826e6,10,78.54,0.05,0.066,0.007
13.942,1834.085,1834.085,49.61,50.403,-13.832,13.856,188.744,0.092,188.744,89.972,8.904,0.814,28.61,-80.598,0.07,-2.631e-4,-0.588,-0.002,77.033,89.949,1169.027,343,0.162,0.001,9.787,96.823,70.447,2.638,0,0,4.82,0.463,0.262,0.078,0.123,0.463,0.014,0.035,3.636e-4,0,0,0,0,-1.709e-5,2.456,90,3.078,811.745,0.001,333.164,0.153,3.776e6,10,78.54,0.05,0.066,0.006
13.992,1836.548,1836.548,48.922,49.718,-13.691,13.723,189.188,0.093,189.188,89.972,8.86,0.927,28.61,-80.598,0.012,-2.632e-4,0.397,-0.012,77.012,89.949,1169.027,343,0.162,0.001,9.787,96.866,70.447,2.642,0,0,4.689,0.463,0.262,0.078,0.123,0.463,0.002,0.006,1.042e-4,0,0,0,0,8.017e-6,2.435,90,3.062,811.496,0.001,333.155,0.151,3.724e6,10,78.54,0.05,0.066,0.006
14.042,1838.977,1838.977,48.241,49.039,-13.543,13.587,189.63,0.093,189.63,89.972,8.809,1.09,28.61,-80.598,0.128,-2.632e-4,1.019,0.005,76.98,89.951,1169.027,343,0.162,0.001,9.787,96.774,70.447,2.633,0,0,4.563,0.463,0.262,0.078,0.123,0.463,0.025,0.065,2.265e-4,0,0,0,0,5.416e-5,2.459,90,3.047,811.25,0.001,333.145,0.149,3.674e6,10,78.54,0.05,0.066,0.006
14.092,1841.372,1841.372,47.567,48.366,-13.431,13.476,190.069,0.094,190.069,89.972,8.754,1.102,28.61,-80.598,0.151,-2.633e-4,2.314,0.01,76.898,89.952,1169.027,343,0.162,0.001,9.787,96.755,70.447,2.631,0,0,4.438,0.463,0.262,0.078,0.123,0.463,0.029,0.077,3.147e-4,0,0,0,0,2.872e-4,2.45,90,3.031,811.008,0.001,333.136,0.147,3.623e6,10,78.54,0.05,0.066,0.006
14.142,1843.734,1843.734,46.898,47.698,-13.35,13.386,190.505,0.094,190.505,89.972,8.701,0.982,28.61,-80.598,0.086,-2.633e-4,3.363,0.025,76.753,89.953,1169.027,343,0.162,0.001,9.787,96.804,70.447,2.636,0,0,4.315,0.463,0.262,0.078,0.123,0.463,0.017,0.043,-3.934e-4,0,0,0,0,6.237e-4,2.413,90,3.016,810.769,0.001,333.126,0.145,3.573e6,10,78.54,0.05,0.066,0.006
14.192,1846.062,1846.062,46.232,47.035,-13.288,13.312,190.939,0.095,190.939,89.972,8.657,0.794,28.61,-80.598,0.031,-2.63e-4,-3.592,0.078,76.575,89.954,1169.027,343,0.162,0.001,9.787,96.846,70.447,2.64,0,0,4.194,0.462,0.262,0.078,0.123,0.462,0.006,0.016,-1.441e-4,0,0,0,0,-7.319e-4,2.352,90,3.001,810.533,0.001,333.117,0.143,3.522e6,10,78.54,0.05,0.067,0.006
14.242,1848.357,1848.357,45.57,46.377,-13.17,13.199,191.371,0.095,191.371,89.971,8.616,0.87,28.61,-80.598,0.03,-2.63e-4,3.492,0.032,76.4,89.953,1169.027,343,0.162,0.001,9.786,96.845,70.447,2.64,0,0,4.081,0.462,0.262,0.078,0.123,0.462,0.006,0.015,2.097e-4,0,0,0,0,7.106e-4,2.434,90,2.986,810.301,0.001,333.108,0.141,3.475e6,10,78.54,0.05,0.067,0.006
14.292,1850.619,1850.619,44.913,45.725,-13.129,13.143,191.801,0.096,191.801,89.971,8.578,0.613,28.61,-80.598,0.144,-2.627e-4,-3.149,0.01,76.229,89.951,1169.027,343,0.162,0.001,9.786,96.755,70.447,2.631,0,0,3.963,0.462,0.262,0.077,0.123,0.462,0.028,0.074,-2.859e-4,0,0,0,0,-5.948e-4,2.31,90,2.971,810.072,0.001,333.099,0.139,3.424e6,10,78.54,0.05,0.067,0.006
14.342,1852.849,1852.849,44.259,45.077,-12.995,13.018,192.229,0.096,192.229,89.971,8.545,0.773,28.61,-80.598,0.019,-2.621e-4,-2.355,-0.044,76.095,89.949,1169.027,343,0.162,0.001,9.786,96.851,70.447,2.64,0,0,3.855,0.462,0.262,0.077,0.122,0.462,0.004,0.01,3.112e-4,0,0,0,0,-3.418e-4,2.397,90,2.956,809.846,0.001,333.091,0.137,3.377e6,10,78.54,0.05,0.067,0.006
14.392,1855.045,1855.045,43.613,44.434,-12.863,12.897,192.655,0.097,192.655,89.971,8.502,0.931,28.61,-80.598,0.113,-2.622e-4,2.74,-0.019,75.972,89.948,1169.027,343,0.162,0.001,9.786,96.777,70.447,2.633,0,0,3.751,0.462,0.262,0.077,0.122,0.462,0.022,0.057,4.413e-4,0,0,0,0,4.755e-4,2.486,90,2.942,809.624,0.001,333.082,0.135,3.331e6,10,78.54,0.05,0.067,0.006
14.442,1857.21,1857.21,42.971,43.796,-12.813,12.835,193.079,0.097,193.079,89.971,8.459,0.742,28.61,-80.598,0.021,-2.622e-4,-3.17,-0.086,75.82,89.948,1169.027,343,0.162,0.001,9.786,96.847,70.447,2.64,0,0,3.64,0.462,0.262,0.077,0.122,0.462,0.004,0.012,-3.875e-4,0,0,0,0,-6.555e-4,2.382,90,2.928,809.405,0.001,333.073,0.133,3.282e6,10,78.54,0.05,0.067,0.006
14.492,1859.343,1859.343,42.332,43.162,-12.747,12.762,193.501,0.098,193.501,89.971,8.425,0.635,28.61,-80.598,0.096,-2.621e-4,-2.698,-0.013,75.671,89.948,1169.027,343,0.162,0.001,9.786,96.787,70.447,2.634,0,0,3.534,0.462,0.262,0.077,0.122,0.462,0.019,0.049,-4.474e-4,0,0,0,0,-4.891e-4,2.312,90,2.914,809.189,0.001,333.065,0.131,3.233e6,10,78.54,0.05,0.068,0.006
14.542,1861.443,1861.443,41.697,42.534,-12.653,12.67,193.921,0.098,193.921,89.971,8.393,0.648,28.61,-80.598,0.075,-2.621e-4,-2.071,-0.008,75.552,89.948,1169.027,343,0.162,0.001,9.786,96.802,70.447,2.635,0,0,3.431,0.462,0.262,0.077,0.122,0.462,0.015,0.038,-1.952e-4,0,0,0,0,-2.965e-4,2.291,90,2.901,808.976,0.001,333.057,0.129,3.186e6,10,78.54,0.05,0.068,0.005
14.592,1863.512,1863.512,41.067,41.909,-12.568,12.584,194.34,0.099,194.34,89.971,8.361,0.63,28.61,-80.598,0.078,-2.622e-4,-1.575,-0.004,75.461,89.949,1169.027,343,0.162,0.001,9.786,96.798,70.447,2.635,0,0,3.33,0.462,0.262,0.077,0.122,0.462,0.015,0.041,-1.183e-4,0,0,0,0,-1.766e-4,2.229,90,2.887,808.767,0.001,333.049,0.127,3.139e6,10,78.54,0.05,0.068,0.005
14.642,1865.55,1865.55,40.441,41.29,-12.435,12.462,194.757,0.099,194.757,89.971,8.326,0.821,28.61,-80.598,0.104,-2.623e-4,1.585,0.005,75.387,89.95,1169.027,343,0.162,0.001,9.786,96.777,70.447,2.633,0,0,3.236,0.462,0.262,0.077,0.122,0.462,0.02,0.053,3.406e-4,0,0,0,0,1.841e-4,2.297,90,2.874,808.561,0.001,333.04,0.126,3.094e6,10,78.54,0.05,0.068,0.005
14.692,1867.557,1867.557,39.821,40.674,-12.382,12.401,195.173,0.1,195.173,89.971,8.287,0.685,28.61,-80.598,0.001,-2.625e-4,0,0,75.294,89.95,1169.027,343,0.162,0.001,9.786,96.856,70.447,2.641,0,0,3.136,0.462,0.262,0.077,0.122,0.462,2.121e-4,3.238e-4,3.928e-4,0,0,0,0,0,2.164,90,2.861,808.357,0.001,333.033,0.124,3.046e6,10,78.54,0.05,0.068,0.005
14.742,1869.532,1869.532,39.204,40.063,-12.308,12.325,195.586,0.1,195.586,89.971,8.254,0.646,28.61,-80.598,0.022,-2.625e-4,-1.9,0.045,75.195,89.95,1169.027,343,0.162,0.001,9.786,96.839,70.447,2.639,0,0,3.04,0.462,0.262,0.077,0.122,0.462,0.004,0.011,-8.879e-5,0,0,0,0,-2.814e-4,2.091,90,2.848,808.158,0.001,333.025,0.122,2.999e6,10,78.54,0.05,0.069,0.005
14.792,1871.477,1871.477,38.591,39.457,-12.188,12.215,195.998,0.1,195.998,89.971,8.218,0.804,28.61,-80.598,0.146,-2.626e-4,2.206,0.001,75.097,89.949,1169.027,343,0.162,0.001,9.786,96.742,70.447,2.629,0,0,2.953,0.462,0.262,0.077,0.122,0.462,0.028,0.074,-5.108e-5,0,0,0,0,3.902e-4,2.158,90,2.835,807.961,0.001,333.017,0.12,2.956e6,10,78.54,0.05,0.069,0.005
14.842,1873.391,1873.391,37.984,38.854,-12.093,12.124,196.408,0.101,196.408,89.971,8.176,0.873,28.61,-80.598,0.232,-2.628e-4,3.32,-0.006,74.96,89.948,1169.027,343,0.162,0.001,9.786,96.674,70.447,2.623,0,0,2.866,0.462,0.262,0.077,0.122,0.462,0.045,0.117,1.317e-4,0,0,0,0,9.109e-4,2.196,90,2.823,807.767,0.001,333.01,0.118,2.912e6,10,78.54,0.05,0.069,0.005
14.892,1875.276,1875.276,37.381,38.256,-12.052,12.074,196.816,0.101,196.816,89.97,8.135,0.728,28.61,-80.598,0.103,-2.63e-4,4.302,-0.007,74.767,89.947,1169.027,343,0.162,0.001,9.786,96.773,70.447,2.633,0,0,2.776,0.462,0.262,0.077,0.122,0.462,0.02,0.051,-4.614e-4,0,0,0,0,0.002,2.117,90,2.811,807.576,0.001,333.002,0.116,2.866e6,10,78.54,0.05,0.069,0.005
14.942,1877.13,1877.13,36.78,37.661,-11.99,12.009,197.222,0.102,197.222,89.97,8.101,0.678,28.61,-80.598,0.064,-2.63e-4,4.686,-0.016,74.541,89.947,1169.027,343,0.162,0.001,9.786,96.802,70.447,2.636,0,0,2.691,0.461,0.262,0.077,0.122,0.461,0.012,0.03,-6.696e-5,0,0,0,0,0.002,2.115,90,2.799,807.389,0.001,332.995,0.115,2.822e6,10,78.54,0.05,0.07,0.005
14.992,1878.954,1878.954,36.182,37.07,-11.944,11.958,197.626,0.102,197.626,89.97,8.069,0.575,28.61,-80.598,0.036,-2.63e-4,-4.763,-0.024,74.303,89.946,1169.027,343,0.162,0.001,9.786,96.823,70.447,2.638,0,0,2.607,0.461,0.262,0.077,0.122,0.461,0.007,0.021,4.585e-4,0,0,0,0,-0.002,2.075,90,2.787,807.204,0.001,332.988,0.113,2.777e6,10,78.54,0.05,0.07,0.005
15.042,1880.748,1880.748,35.586,36.483,-11.895,11.905,198.029,0.103,198.029,89.97,8.043,0.49,28.61,-80.598,0.122,-2.63e-4,-4.33,-0.004,74.074,89.946,1169.027,343,0.162,0.001,9.786,96.755,70.447,2.631,0,0,2.525,0.461,0.262,0.077,0.122,0.461,0.024,0.065,1.611e-4,0,0,0,0,-0.002,2.03,90,2.775,807.022,0.001,332.981,0.111,2.733e6,10,78.54,0.05,0.07,0.005
15.092,1882.512,1882.512,34.992,35.899,-11.837,11.845,198.43,0.103,198.43,89.97,8.019,0.446,28.61,-80.598,0.164,-2.632e-4,-3.602,-8.422e-4,73.875,89.946,1169.027,343,0.162,0.001,9.786,96.721,70.447,2.627,0,0,2.445,0.461,0.262,0.077,0.122,0.461,0.032,0.086,-4.648e-5,0,0,0,0,-0.001,1.989,90,2.764,806.844,0.001,332.974,0.109,2.689e6,10,78.54,0.05,0.07,0.005
15.142,1884.247,1884.247,34.402,35.319,-11.756,11.766,198.831,0.104,198.831,89.97,7.996,0.489,28.61,-80.598,0.102,-2.63e-4,-2.933,0.005,73.713,89.947,1169.027,343,0.162,0.001,9.786,96.769,70.447,2.632,0,0,2.367,0.461,0.262,0.077,0.122,0.461,0.02,0.053,-1.174e-4,0,0,0,0,-8.59e-4,1.989,90,2.752,806.668,0.001,332.967,0.108,2.647e6,10,78.54,0.05,0.071,0.005
15.192,1885.953,1885.953,33.817,34.743,-11.665,11.679,199.23,0.104,199.23,89.97,7.97,0.572,28.61,-80.598,0.016,-2.629e-4,2.719,0.052,73.574,89.947,1169.027,343,0.162,0.001,9.786,96.835,70.447,2.639,0,0,2.293,0.461,0.263,0.077,0.121,0.461,0.003,0.008,-1.859e-4,0,0,0,0,7.62e-4,2.01,90,2.741,806.496,0.001,332.96,0.106,2.605e6,10,78.54,0.05,0.071,0.004
15.242,1887.629,1887.629,33.236,34.171,-11.576,11.595,199.627,0.105,199.627,89.97,7.939,0.652,28.61,-80.598,0.138,-2.631e-4,3.059,0.009,73.431,89.947,1169.027,343,0.162,0.001,9.786,96.739,70.447,2.629,0,0,2.22,0.461,0.263,0.077,0.121,0.461,0.027,0.069,-1.016e-4,0,0,0,0,9.955e-4,2.037,90,2.73,806.326,0.001,332.954,0.104,2.563e6,10,78.54,0.05,0.071,0.004
15.292,1889.276,1889.276,32.66,33.602,-11.477,11.503,200.023,0.105,200.024,89.97,7.903,0.778,28.61,-80.598,0.327,-2.629e-4,4.033,0.004,73.257,89.947,1169.027,343,0.162,0.001,9.786,96.592,70.447,2.614,0,0,2.152,0.461,0.263,0.077,0.121,0.461,0.064,0.165,4.299e-4,0,0,0,0,0.002,2.125,90,2.72,806.159,0.001,332.947,0.103,2.523e6,10,78.54,0.05,0.071,0.004
15.342,1890.895,1890.895,32.087,33.037,-11.423,11.448,200.418,0.106,200.418,89.97,7.865,0.744,28.61,-80.598,0.305,-2.632e-4,5.383,0.006,73.021,89.947,1169.027,343,0.162,0.001,9.786,96.608,70.447,2.616,0,0,2.082,0.461,0.263,0.077,0.121,0.461,0.06,0.153,-3.652e-5,0,0,0,0,0.003,2.12,90,2.709,805.995,0.001,332.941,0.101,2.481e6,10,78.54,0.05,0.071,0.004
15.392,1892.485,1892.485,31.516,32.475,-11.422,11.435,200.81,0.106,200.81,89.97,7.833,0.529,28.61,-80.598,0.022,-2.633e-4,6.061,0.151,72.73,89.947,1169.027,343,0.162,0.001,9.786,96.827,70.447,2.638,0,0,2.007,0.461,0.263,0.077,0.121,0.461,0.004,0.007,-1.986e-4,0,0,0,0,0.004,1.979,90,2.699,805.834,0.001,332.934,0.099,2.437e6,10,78.54,0.05,0.072,0.004
15.442,1894.046,1894.046,30.946,31.916,-11.379,11.389,201.201,0.107,201.201,89.97,7.808,0.474,28.61,-80.598,0.047,-2.633e-4,-5.918,0.063,72.43,89.947,1169.027,343,0.162,0.001,9.786,96.806,70.447,2.636,0,0,1.94,0.461,0.263,0.077,0.121,0.461,0.009,0.028,2.141e-4,0,0,0,0,-0.004,1.963,90,2.689,805.676,0.001,332.928,0.097,2.396e6,10,78.54,0.05,0.072,0.004
15.492,1895.58,1895.58,30.378,31.36,-11.341,11.349,201.591,0.107,201.591,89.97,7.786,0.405,28.61,-80.598,0.141,-2.633e-4,-5.552,0.018,72.141,89.946,1169.027,343,0.162,0.001,9.786,96.732,70.447,2.629,0,0,1.873,0.461,0.263,0.077,0.121,0.461,0.027,0.076,7.781e-6,0,0,0,0,-0.004,1.919,90,2.679,805.521,0.001,332.922,0.096,2.354e6,10,78.54,0.05,0.072,0.004
15.542,1897.084,1897.084,29.813,30.807,-11.238,11.252,201.98,0.108,201.98,89.969,7.763,0.561,28.61,-80.598,0.12,-2.634e-4,5.408,-0.01,71.871,89.945,1169.027,343,0.162,0.001,9.786,96.748,70.447,2.63,0,0,1.814,0.461,0.263,0.077,0.121,0.461,0.023,0.058,3.021e-4,0,0,0,0,0.004,2.068,90,2.669,805.369,0.001,332.916,0.094,2.317e6,10,78.54,0.05,0.072,0.004
15.592,1898.561,1898.561,29.254,30.258,-11.157,11.176,202.367,0.108,202.367,89.969,7.732,0.644,28.61,-80.598,0.276,-2.634e-4,6.109,-0.017,71.586,89.944,1169.027,343,0.162,0.001,9.786,96.627,70.447,2.618,0,0,1.756,0.461,0.263,0.077,0.121,0.461,0.054,0.136,-3.679e-4,0,0,0,0,0.005,2.164,90,2.659,805.219,0.001,332.91,0.093,2.279e6,10,78.54,0.05,0.072,0.004
15.642,1900.01,1900.01,28.697,29.712,-11.127,11.141,202.753,0.108,202.753,89.969,7.701,0.563,28.61,-80.598,0.163,-2.633e-4,6.859,-0.028,71.26,89.944,1169.027,343,0.162,0.001,9.786,96.713,70.447,2.627,0,0,1.693,0.461,0.263,0.077,0.121,0.461,0.032,0.077,-2.64e-4,0,0,0,0,0.007,2.125,90,2.65,805.073,0.001,332.905,0.091,2.238e6,10,78.54,0.05,0.072,0.004
15.692,1901.431,1901.431,28.142,29.169,-11.046,11.065,203.137,0.109,203.137,89.969,7.671,0.654,28.61,-80.598,0.341,-2.632e-4,7.571,-0.019,70.901,89.943,1169.027,343,0.162,0.001,9.786,96.575,70.447,2.613,0,0,1.639,0.461,0.263,0.077,0.121,0.461,0.067,0.166,-3.562e-4,0,0,0,0,0.008,2.261,90,2.641,804.929,0.001,332.899,0.09,2.202e6,10,78.54,0.05,0.072,0.004
15.742,1902.824,1902.824,27.591,28.629,-11.01,11.026,203.52,0.109,203.52,89.969,7.639,0.605,28.61,-80.598,0.277,-2.632e-4,8.547,-0.019,70.497,89.944,1169.027,343,0.162,0.001,9.786,96.623,70.447,2.618,0,0,1.582,0.461,0.263,0.077,0.121,0.461,0.054,0.13,-7.087e-5,0,0,0,0,0.011,2.283,90,2.632,804.788,0.001,332.894,0.088,2.163e6,10,78.54,0.05,0.073,0.004
15.792,1904.19,1904.19,27.04,28.092,-11.023,11.031,203.901,0.11,203.901,89.969,7.614,0.41,28.61,-80.598,0.073,-2.632e-4,-8.83,-0.029,70.058,89.944,1169.027,343,0.162,0.001,9.786,96.781,70.447,2.633,0,0,1.52,0.461,0.263,0.077,0.121,0.461,0.014,0.049,2.376e-4,0,0,0,0,-0.012,2.158,90,2.623,804.65,0.001,332.888,0.086,2.121e6,10,78.54,0.05,0.073,0.004
15.842,1905.528,1905.528,26.49,27.557,-10.96,10.97,204.281,0.11,204.281,89.969,7.593,0.454,28.61,-80.598,0.026,-2.632e-4,8.606,-0.02,69.624,89.945,1169.027,343,0.162,0.001,9.786,96.817,70.447,2.637,0,0,1.469,0.461,0.263,0.077,0.121,0.461,0.005,0.002,4.553e-4,0,0,0,0,0.012,2.26,90,2.614,804.514,0.001,332.883,0.085,2.084e6,10,78.54,0.05,0.073,0.004
15.892,1906.839,1906.839,25.943,27.025,-10.953,10.958,204.661,0.111,204.661,89.969,7.573,0.336,28.61,-80.598,0.202,-2.633e-4,-8.362,0.011,69.197,89.946,1169.027,343,0.162,0.001,9.786,96.679,70.447,2.623,0,0,1.412,0.461,0.263,0.077,0.121,0.461,0.039,0.115,1.302e-4,0,0,0,0,-0.012,2.179,90,2.606,804.381,0.001,332.878,0.083,2.044e6,10,78.54,0.05,0.073,0.003
15.942,1908.122,1908.122,25.395,26.496,-10.964,10.965,205.039,0.111,205.039,89.969,7.56,0.175,28.61,-80.598,0.537,-2.633e-4,-7.306,0.01,68.802,89.947,1169.027,343,0.162,0.001,9.786,96.422,70.447,2.597,0,0,1.355,0.461,0.263,0.077,0.121,0.461,0.105,0.283,1.068e-5,0,0,0,0,-0.009,2.016,90,2.597,804.252,0.001,332.873,0.082,2.001e6,10,78.54,0.05,0.073,0.003
